HID,CDD_present,CDD_future,outlier_marker
113719,547.066359,724.032249,pf
113720,621.618305,923.298132,pf
113721,675.332195,958.847243,pf
113722,782.909937,914.626746,pf
113723,844.526823,916.048985,pf
113724,978.943787,1015.991196,pf
113725,1075.772332,1278.856162,pf
113798,372.291092,422.963023,pf
113799,428.15176,499.201269,pf
113800,504.048093,639.236767,pf
113801,570.584499,889.820653,pf
113802,632.722306,910.550478,pf
113803,678.93612,931.670642,pf
113804,768.508714,869.866478,pf
113805,901.310169,928.284113,pf
113806,1027.247687,1085.173113,pf
113878,330.206769,378.170865,f
113879,373.693679,413.430985,pf
113880,432.13631,534.031342,pf
113881,509.685021,687.705463,pf
113882,576.180388,867.233814,pf
113883,621.526378,831.63917,pf
113884,708.844849,834.497596,pf
113885,819.954784,899.181043,pf
113886,947.472589,986.994826,pf
113887,1086.727384,1215.604398,pf
113960,345.348928,391.732506,f
113961,384.444158,443.520428,pf
113962,462.253351,591.51663,pf
113963,534.906766,769.9967,pf
113964,600.71711,806.904718,pf
113965,648.679303,822.020702,pf
113966,717.492294,826.382773,pf
113967,828.734969,891.421977,pf
113968,992.20634,1031.470846,pf
114041,321.018539,370.012865,f
114042,356.346574,406.791191,f
114043,391.584761,489.475106,pf
114044,475.486617,620.522254,pf
114045,539.359107,727.976148,pf
114046,603.99978,787.965936,pf
114047,637.867039,738.517191,pf
114048,720.200513,780.26051,pf
114049,893.069631,954.778133,pf
114122,323.102741,378.088715,f
114123,369.703961,423.897905,pf
114124,415.87723,510.884333,pf
114125,501.563049,663.382481,pf
114126,568.018892,731.46851,pf
114127,615.288188,714.166493,pf
114128,666.778952,757.017614,pf
114129,769.403608,834.816833,pf
114130,932.277672,956.610731,pf
114204,347.98152,395.118064,f
114205,383.708735,463.175393,pf
114206,445.742635,547.997902,pf
114207,514.372789,626.733243,pf
114208,560.647776,678.79201,pf
114209,594.25227,669.677005,pf
114210,694.0169,746.115279,pf
114211,812.369209,853.532837,pf
114286,344.713739,374.43073,f
114287,408.254971,486.023924,pf
114288,456.765706,552.116453,pf
114289,520.13695,613.918578,pf
114290,586.491786,660.253939,pf
114291,635.87584,696.388138,pf
114292,734.063474,776.525006,pf
114367,379.435315,447.84091,pf
114368,420.279262,503.00128,pf
114369,492.443986,555.794948,pf
114370,557.042056,617.356074,pf
114371,576.70854,628.195765,pf
114372,626.195258,670.757316,pf
114373,779.867114,819.26428,pf
114449,368.646809,402.013655,pf
114450,453.777412,520.325372,pf
114451,486.875067,527.532129,pf
114452,548.339725,577.759053,pf
114453,585.947297,630.456362,pf
114454,656.318732,695.505109,pf
114530,346.413764,376.920942,f
114531,393.284312,423.301377,pf
114532,467.495209,506.51279,pf
114533,523.186551,547.310021,pf
114534,567.467588,605.345151,pf
114535,604.243534,640.166961,pf
114611,361.97094,388.531296,f
114612,429.786719,456.63467,pf
114613,485.740591,512.678262,pf
114614,505.753291,527.263352,pf
114615,539.055329,579.35237,pf
114616,632.701426,667.822282,pf
114693,388.91434,416.687357,pf
114694,438.88752,458.813717,pf
114695,478.662449,491.475943,pf
114696,518.14807,547.07918,pf
114697,592.307815,623.228994,pf
114774,355.038711,380.029719,f
114775,405.634685,425.180866,pf
114776,461.166983,460.736082,pf
114777,495.066734,516.84092,pf
114778,512.348162,534.90321,pf
114855,366.06388,384.804617,pf
114856,426.279783,445.306934,pf
114857,454.060392,467.417292,pf
114858,481.272327,495.845132,pf
114859,547.064503,574.853908,pf
114937,385.638687,410.829991,pf
114938,433.019129,453.693679,pf
114939,459.30409,467.096591,pf
114940,501.402999,517.539307,pf
115018,351.246171,371.480683,f
115019,406.016159,445.375395,pf
115020,437.622162,452.500929,pf
115021,459.419153,469.747928,pf
115099,367.153291,393.834134,pf
115100,408.870085,438.80302,pf
115101,436.930538,452.990972,pf
115102,475.817215,478.988637,pf
115181,385.178717,419.11977,pf
115182,413.107839,439.769685,pf
115183,442.364916,447.321045,pf
115262,349.600113,367.159071,f
115263,383.616461,399.613161,pf
115264,413.730833,428.902087,pf
115343,364.298325,381.029972,f
115344,396.022852,415.725031,pf
115345,420.224643,402.366502,pf
115425,361.996548,373.649647,f
115426,390.591584,389.695479,pf
115507,373.611607,380.75148,pf
115588,377.180588,362.663144,p
144511,379.845181,175.954235,p
144592,387.351645,187.693498,p
144593,376.913445,169.841248,p
144672,390.665199,195.365696,p
144673,413.540393,190.26641,p
144674,368.906552,164.135924,p
144753,378.922099,200.726753,p
144754,423.296952,206.225618,p
144755,444.24488,190.807392,p
144835,414.51783,208.572839,p
144836,459.536054,213.072598,p
144837,436.174451,181.776897,p
144915,395.416226,207.881653,p
144916,459.684696,224.311875,p
144917,489.855359,213.84198,p
144918,402.71328,174.888072,p
144997,428.940919,216.340911,p
144998,515.712678,239.717192,p
144999,518.753693,215.676008,p
145078,395.586861,211.920656,p
145079,489.688785,235.379497,p
145080,559.464404,243.050965,p
145081,463.566151,194.029444,p
145159,452.650772,220.356208,p
145160,595.250142,263.578101,p
145161,595.586808,232.312965,p
145162,412.663702,181.578892,p
145240,395.883543,220.27879,p
145241,551.896752,246.16882,p
145242,676.744989,262.392049,p
145243,548.591988,212.421627,p
145244,367.091946,167.602835,p
145322,507.69087,238.934924,p
145323,711.552459,270.708872,p
145324,669.358845,233.137751,p
145325,447.142462,191.843105,p
145402,465.329067,251.744226,p
145403,673.229472,262.593781,p
145404,786.937376,260.702881,p
145405,577.043355,209.959523,p
145406,397.3712,176.588655,p
145483,434.889114,251.278397,p
145484,632.166571,273.532848,p
145485,828.655656,278.45251,p
145486,686.347797,221.865409,p
145487,459.411118,194.626952,p
145564,368.790797,225.97072,p
145565,566.066352,278.892954,p
145566,840.61525,295.149592,p
145567,812.864988,253.808325,p
145568,585.551306,209.168109,p
145569,384.715623,171.215636,p
145645,492.45021,265.774535,p
145646,734.030629,298.80055,p
145647,893.126857,280.641743,p
145648,695.253343,221.51844,p
145649,464.27176,192.17673,p
145726,402.455893,246.619039,p
145727,660.113621,293.24796,p
145728,889.072425,300.166224,p
145729,789.356057,253.869236,p
145730,570.47249,207.894055,p
145731,370.255108,165.234998,p
145808,505.649895,259.544355,p
145809,823.15533,311.13002,p
145810,874.995324,278.189803,p
145811,638.051869,224.023838,p
145812,442.532756,184.59198,p
145888,442.453874,242.986447,p
145889,728.16486,292.359299,p
145890,874.609914,294.591374,p
145891,733.522088,252.203217,p
145892,505.243635,197.144368,p
145970,618.847323,267.136969,p
145971,869.813919,302.622272,p
145972,781.0369,270.14619,p
145973,569.280051,218.164518,p
145974,412.564031,173.060064,p
146051,514.387095,247.632205,p
146052,831.726732,296.436293,p
146053,858.909768,297.07004,p
146054,622.058061,234.859139,p
146055,471.836505,186.583351,p
146131,372.397336,219.411465,p
146132,788.708879,291.752867,p
146133,941.735699,311.012705,p
146134,728.571492,266.87621,p
146135,505.913529,202.620353,p
146136,377.876472,163.594616,p
146213,562.270929,260.300083,p
146214,1061.340566,329.115147,p
146215,842.377038,292.505596,p
146216,550.64323,218.391654,p
146217,404.444345,172.986268,p
146294,457.94194,243.355981,p
146295,942.695545,317.660601,p
146296,1025.415116,322.936622,p
146297,625.639832,247.019711,p
146298,431.907252,183.889482,p
146374,408.311181,213.880074,p
146375,638.023835,297.91161,p
146376,1370.773033,369.519188,pf
146377,754.536095,283.357788,p
146378,479.793859,204.384247,p
146379,372.025375,169.198594,p
146455,386.880454,202.93352,p
146456,575.852475,278.222663,p
146457,1105.405552,363.949606,p
146458,1244.242855,364.239947,p
146459,552.124689,232.776398,p
146460,401.715311,174.56597,p
146537,432.101074,212.872191,p
146538,811.785331,353.00781,p
146539,1520.408435,417.42645,pf
146540,764.235328,280.528452,p
146541,443.838368,188.691705,p
146617,404.785299,200.301387,p
146618,663.987034,293.244897,p
146619,1182.571342,398.85278,pf
146620,1298.253462,401.763728,pf
146621,514.314601,212.609166,p
146622,381.493274,169.37916,p
146699,477.021138,224.332917,p
146700,1007.320196,379.615063,pf
146701,1390.109086,433.802768,pf
146702,771.725925,287.883504,p
146703,437.751661,185.447338,p
146780,427.014198,199.795351,p
146781,658.967865,283.170944,p
146782,1258.676287,411.55317,pf
146783,1219.946657,427.767132,pf
146784,510.448043,210.125874,p
146785,380.590918,173.782064,p
146860,385.020318,180.472053,p
146861,572.29877,255.944052,p
146862,1228.931683,401.150965,pf
146863,1339.099205,465.418532,pf
146864,794.919924,319.78932,p
146865,440.408118,196.657162,p
146941,373.755232,185.887729,p
146942,413.500949,200.722093,p
146943,725.926199,286.787833,p
146944,1526.535285,472.365196,pf
146945,1211.605325,484.135957,pf
146946,492.350241,224.848269,p
147022,370.985636,188.680084,p
147023,383.620529,191.286629,p
147024,705.126782,281.215003,p
147025,1442.21503,444.353445,pf
147026,1480.9818,517.233075,pf
147027,882.630097,361.336838,p
147028,426.581906,219.503445,p
147103,377.273821,196.444399,p
147104,428.705974,211.518407,p
147105,925.514375,316.895966,p
147106,2069.291967,545.843301,pf
147107,1314.771502,470.738916,pf
147108,505.620596,253.469878,p
147184,376.452221,198.640484,p
147185,393.077402,206.024351,p
147186,887.818242,299.397835,p
147187,1901.654128,483.149953,pf
147188,1913.045668,520.803818,pf
147189,985.251235,366.987953,pf
147190,420.336132,231.169268,p
147267,447.768214,222.736921,p
147268,1193.075833,328.127986,p
147269,3295.241676,587.009092,pf
147270,1555.841625,482.273086,pf
147271,572.902297,279.036387,p
147347,425.257491,221.976458,p
147348,1159.85426,310.338419,p
147349,3371.466503,530.991455,pf
147350,3179.186377,564.810953,pf
147351,1119.555038,381.698435,pf
147352,448.475671,233.897309,p
147428,369.758548,203.341553,p
147429,514.527954,237.517373,p
147430,1504.514489,352.289148,p
147431,5540.027815,704.196884,pf
147432,1701.572319,512.024008,pf
147433,651.357415,279.634369,p
147509,384.701194,209.779722,p
147510,500.063607,246.059326,p
147511,1417.520046,353.033322,p
147512,5269.668314,674.765354,pf
147513,4197.245981,642.136873,pf
147514,1319.748305,388.46772,pf
147515,485.248732,232.606379,p
147588,367.689401,210.655017,p
147590,410.924927,225.953148,p
147591,547.130906,262.916612,p
147592,1686.894953,413.713273,pf
147593,6497.237287,840.59425,pf
147594,2118.11142,520.378419,pf
147595,738.6251,283.026326,p
147669,380.522183,218.058887,p
147671,424.465512,239.100303,p
147672,584.118642,276.225804,p
147673,1480.250958,412.14531,pf
147674,5033.80756,742.720909,pf
147675,3892.610994,694.959425,pf
147676,1296.853897,381.788101,pf
147677,509.087639,232.451799,p
147750,378.823242,219.112817,p
147751,368.932681,219.104808,p
147753,450.167944,249.579095,p
147754,728.606396,316.018082,p
147755,1729.826466,475.14403,pf
147756,5052.339486,795.513986,pf
147757,2151.944725,572.343089,pf
147758,632.68637,258.043197,p
147831,379.454728,220.225488,p
147833,445.295918,243.675115,p
147834,667.342475,319.942595,p
147835,1443.117039,432.153917,pf
147836,3639.971923,643.892158,pf
147837,2667.020813,635.314705,pf
147838,1242.622669,398.256578,pf
147839,466.982953,224.124858,p
147912,396.735971,228.112284,p
147914,412.429342,219.193413,p
147915,541.50006,271.246197,p
147916,808.759363,347.807207,p
147917,1681.908597,441.579164,pf
147918,3036.829084,593.085236,pf
147919,2150.566716,563.034459,pf
147920,664.780796,273.311826,p
147994,403.456198,234.213307,p
147996,464.81919,226.59202,p
147997,703.567289,349.753164,p
147998,1306.716189,406.552838,pf
147999,2259.477307,510.633284,pf
148000,2522.727465,568.820227,pf
148001,1243.098679,391.771116,pf
148002,495.843609,234.856119,p
148074,426.987937,264.690015,p
148076,475.27005,251.280953,p
148077,625.486059,319.327398,p
148078,880.272586,371.477188,pf
148079,1366.180269,413.870317,pf
148080,2102.526637,478.379074,pf
148081,2263.053539,520.945828,pf
148082,755.372273,301.15798,p
148083,372.654524,202.906843,p
148155,435.534388,272.770002,p
148156,415.972137,262.568833,p
148158,478.431603,259.994957,p
148159,700.567028,378.334026,pf
148160,1113.184773,388.635312,pf
148161,1596.59594,442.388397,pf
148162,2833.134936,532.859715,pf
148163,1265.106392,377.869136,pf
148164,554.473683,255.829308,p
148237,435.158005,273.917531,p
148239,461.732861,285.749189,p
148240,663.742425,376.456657,pf
148241,950.348004,381.109988,pf
148242,1285.530213,408.024775,pf
148243,2263.88724,466.874573,pf
148244,2489.981458,475.800998,pf
148245,876.336029,322.200526,p
148246,439.115339,225.9327,p
148317,411.968336,264.85978,p
148318,376.664515,247.861645,p
148319,409.734052,274.279115,p
148320,505.553184,312.404593,p
148321,684.359519,379.83626,pf
148322,1040.340345,380.30623,pf
148323,1625.365373,438.76052,pf
148324,3438.251642,506.893444,pf
148325,1543.03186,394.372078,pf
148326,611.370352,277.364222,p
148327,396.733649,213.403753,p
148399,416.35684,264.359555,p
148400,376.080406,247.987509,p
148401,451.839734,300.747776,p
148402,647.331934,374.620507,pf
148403,972.665747,365.932745,pf
148404,1348.20831,430.422367,pf
148405,3917.750991,475.529565,pf
148406,3260.636069,457.138528,pf
148407,1150.715895,355.73714,p
148408,514.872348,255.313462,p
148409,377.035516,213.28747,p
148480,365.342029,252.829401,p
148481,409.11875,256.747586,p
148482,465.463772,303.914324,p
148483,594.708368,359.91843,p
148484,784.872597,362.286863,p
148485,1031.366953,380.297412,pf
148486,2028.665033,445.889971,pf
148487,5300.351332,480.502104,pf
148488,2159.700677,419.25124,pf
148489,812.517672,316.223044,p
148490,487.588921,249.493321,p
148561,411.704215,280.256309,p
148562,467.205417,284.04626,p
148563,474.642707,309.429504,p
148564,647.005799,376.137011,pf
148565,924.990422,346.742656,p
148566,1254.447954,420.820035,pf
148567,5077.233993,466.660414,pf
148568,4248.731213,458.83759,pf
148569,1442.102992,368.277868,pf
148570,726.4268,296.469389,p
148571,435.426502,236.998239,p
148642,369.02553,262.097815,p
148643,414.87591,278.354679,p
148644,498.580822,297.994338,p
148645,663.718317,374.454281,pf
148646,821.100672,348.116472,p
148647,1034.215642,367.181909,pf
148648,2692.021012,431.836665,pf
148649,6423.190945,469.787659,pf
148650,4164.772857,439.774894,pf
148651,1090.164133,336.570465,p
148652,575.821436,277.199475,p
148653,393.178847,223.963128,p
148724,387.776661,275.259465,p
148725,541.073994,285.240941,p
148726,646.535788,345.008463,p
148727,709.966044,364.888507,p
148728,869.577979,344.509909,p
148729,1181.391264,379.245828,pf
148730,4532.050105,455.244369,pf
148731,7929.68793,476.287358,pf
148732,2415.588642,415.223538,pf
148733,920.861365,323.738054,p
148734,569.46859,263.198431,p
148735,384.131868,208.694041,p
148805,519.188,268.204518,p
148806,573.334437,301.2992,p
148807,688.361354,360.526182,p
148808,838.607157,341.266934,p
148809,1041.950661,352.279062,p
148810,2561.004398,425.134666,pf
148811,8730.253959,466.244885,pf
148812,6512.319997,466.567433,pf
148813,1522.291458,384.946556,pf
148814,787.898029,311.049246,p
148815,470.74164,231.177185,p
148816,365.24542,193.7853,p
148886,412.367111,248.733233,p
148887,532.015353,272.347484,p
148888,670.232061,346.096209,p
148889,800.712246,357.718677,p
148890,962.462283,343.134826,p
148891,1228.372873,369.444208,pf
148892,4432.955422,443.462123,pf
148893,11719.647151,466.779276,pf
148894,3319.309053,463.962935,pf
148895,1141.392397,372.85869,pf
148896,686.462262,281.30048,p
148897,438.626922,212.542935,p
148968,488.984872,255.680134,p
148969,597.546013,325.989142,p
148970,737.549143,361.905888,p
148971,846.369045,355.577286,p
148972,1120.562979,349.913228,p
148973,1902.493116,430.474862,pf
148974,8502.235129,451.829051,pf
148975,7261.909023,468.608375,pf
148976,2219.486504,450.684879,pf
148977,976.159673,345.176934,p
148978,573.149393,246.332947,p
148979,390.912422,187.443751,p
149048,383.198515,244.382905,p
149049,517.588479,285.277934,p
149050,631.771451,336.581101,p
149051,810.806258,371.572816,pf
149052,1022.949209,347.22336,p
149053,1540.97063,400.19282,pf
149054,3497.630552,435.497026,pf
149055,8383.306543,452.800645,pf
149056,3554.494088,469.458369,pf
149057,1405.380719,437.057897,pf
149058,839.425793,308.55486,p
149059,492.310594,218.780505,p
149060,371.197744,177.085876,p
149130,428.637543,257.54853,p
149131,548.521272,310.560529,p
149132,755.316275,359.157796,p
149133,883.182768,355.71544,p
149134,1161.12068,363.096835,p
149135,1840.761364,423.461515,pf
149136,4560.89751,440.553151,pf
149137,5472.026166,458.754456,pf
149138,2710.879578,463.367404,pf
149139,1153.862593,376.781873,pf
149140,662.847014,262.597306,p
149141,421.623221,191.465619,p
149212,473.98497,279.054543,p
149213,674.110573,336.283385,p
149214,753.03754,350.648045,p
149215,955.452025,348.612346,p
149216,1468.075584,404.25296,pf
149217,2422.803381,427.263034,pf
149218,5316.93782,452.177918,pf
149219,4178.426939,465.365632,pf
149220,1835.4335,435.824984,pf
149221,895.757632,312.379224,p
149222,531.388081,228.426082,p
149223,386.932994,174.696838,p
149292,386.868733,264.941861,p
149293,540.978699,298.709116,p
149294,704.967256,340.431498,p
149295,761.748011,326.135081,p
149296,1151.771703,374.113532,pf
149297,1661.315675,404.479011,pf
149298,3047.80375,432.130027,pf
149299,5241.199433,459.17468,pf
149300,3175.867328,446.7115,pf
149301,1350.081679,380.98374,pf
149302,694.338235,269.371939,p
149303,426.615857,192.04934,p
149374,425.418826,272.089847,p
149375,633.905583,323.340997,p
149376,695.876359,317.971219,p
149377,873.592186,339.179384,p
149378,1226.709425,378.043221,pf
149379,1913.028329,407.914957,pf
149380,4447.993955,438.748801,pf
149381,3884.541115,437.264566,pf
149382,2093.840316,405.37421,pf
149383,946.084059,314.833653,p
149384,504.173503,220.732627,p
149456,518.945728,299.419154,p
149457,654.974086,322.147708,p
149458,723.320162,315.753773,p
149459,1054.502698,364.468482,p
149460,1419.692819,379.259315,pf
149461,2903.994005,407.41859,pf
149462,4077.991952,424.808649,pf
149463,2757.686686,405.544191,pf
149464,1245.290993,352.703494,p
149465,658.256723,265.753523,p
149466,404.737363,187.504254,p
149536,410.880378,280.890844,p
149537,567.18575,309.645645,p
149538,672.451848,312.218346,p
149539,858.180416,325.197865,p
149540,1178.038321,361.655002,p
149541,1856.062816,384.072114,pf
149542,3843.252164,413.74232,pf
149543,2797.600262,401.518593,pf
149544,1800.975414,360.156327,p
149545,868.91297,299.547743,p
149546,466.345444,211.87392,p
149618,455.90514,289.944569,p
149619,601.8869,314.81896,p
149620,745.658337,305.011441,p
149621,1020.087,342.979624,p
149622,1365.470465,367.368995,pf
149623,2682.860786,389.054883,pf
149624,2768.538629,390.513445,pf
149625,2026.434767,364.319292,p
149626,1055.049815,316.941207,p
149627,540.291391,237.503176,p
149700,519.680265,303.781143,p
149701,657.290438,306.625049,p
149702,832.901631,308.815282,p
149703,1191.035644,355.352043,p
149704,1683.730212,369.147812,pf
149705,2443.896221,383.205397,pf
149706,1891.519093,366.21746,pf
149707,1348.629533,330.620051,p
149708,778.494386,282.250284,p
149709,428.415373,197.035187,p
149780,407.771587,283.360143,p
149781,560.44067,304.893603,p
149782,709.40179,304.053137,p
149783,974.374026,332.823693,p
149784,1335.855273,361.986154,p
149785,1941.967634,370.032412,pf
149786,1833.858249,372.157419,pf
149787,1360.760162,341.99601,p
149788,896.453855,289.819873,p
149789,533.667991,228.266222,p
149862,470.29671,292.612675,p
149863,606.901114,289.633008,p
149864,833.051578,312.32101,p
149865,1104.261439,350.882242,p
149866,1520.021158,366.667709,pf
149867,1763.972117,366.115803,pf
149868,1397.608082,346.098984,p
149869,968.738582,300.83408,p
149870,607.206472,244.279209,p
149871,396.177068,178.276253,p
149943,382.638517,277.134069,p
149944,522.400804,286.480038,p
149945,675.944929,293.537956,p
149946,938.567319,331.442351,p
149947,1214.72131,359.295854,p
149948,1577.760697,357.108426,p
149949,1441.220229,350.433168,p
149950,994.17603,317.54519,p
149951,725.233124,254.286641,p
149952,477.540481,204.171088,p
150024,465.950433,275.574189,p
150025,565.868533,280.849761,p
150026,789.233674,306.853324,p
150027,1012.880818,334.937904,p
150028,1250.720469,351.480715,p
150029,1457.699843,340.178111,p
150030,1078.013915,323.177656,p
150031,740.360809,257.637094,p
150032,511.974769,210.730105,p
150105,380.917522,267.662792,p
150106,510.184836,274.7246,p
150107,642.090087,282.938332,p
150108,847.486125,306.287361,p
150109,1062.73007,343.339048,p
150110,1309.727015,334.910433,p
150111,1162.605026,323.480302,p
150112,779.645867,272.179291,p
150113,494.633279,202.78271,p
150114,389.421402,178.994605,p
150187,455.806276,269.302601,p
150188,557.197324,264.685221,p
150189,698.785235,287.534543,p
150190,964.291392,304.186702,p
150191,1088.28241,338.303294,p
150192,1194.504799,323.772621,p
150193,820.032431,288.61602,p
150194,554.506718,208.711998,p
150195,408.294329,183.970115,p
150267,367.595078,252.982244,p
150268,512.634565,256.966879,p
150269,611.912245,270.687382,p
150270,777.630068,283.936948,p
150271,946.227691,329.598846,p
150272,1069.490132,324.561811,p
150273,932.205136,306.751745,p
150274,605.437472,226.550117,p
150275,418.418446,184.024509,p
150349,450.000237,248.522209,p
150350,557.321529,254.597844,p
150351,650.799759,281.137273,p
150352,799.22838,304.529075,p
150353,919.011247,338.797831,p
150354,936.29365,311.267275,p
150355,688.220386,252.74369,p
150356,442.363268,184.762854,p
150431,513.221678,243.11969,p
150432,573.61671,271.587935,p
150433,697.168318,291.702442,p
150434,810.620733,334.842883,p
150435,885.946055,317.555518,p
150436,748.319844,277.455743,p
150437,506.742842,197.175954,p
150438,369.434609,174.957306,p
150511,426.246285,231.319825,p
150512,529.345918,254.038877,p
150513,596.906705,286.621784,p
150514,699.298676,321.860475,p
150515,794.992139,329.909898,p
150516,747.387431,295.07832,p
150517,576.077857,227.542948,p
150518,394.577174,179.338714,p
150593,470.466833,233.380661,p
150594,549.519826,269.334702,p
150595,629.884966,305.54753,p
150596,730.869177,332.660628,p
150597,773.718826,312.323925,p
150598,612.903902,244.010002,p
150599,435.307643,189.906678,p
150674,404.978174,219.613062,p
150675,496.520509,244.373412,p
150676,575.116693,287.305157,p
150677,644.231489,319.561291,p
150678,728.660671,318.934538,p
150679,652.56753,268.730834,p
150680,472.007642,204.165418,p
150681,373.590751,176.764629,p
150755,442.033796,223.848476,p
150756,519.434604,264.173282,p
150757,600.939358,303.028902,p
150758,679.518807,310.573964,p
150759,679.372013,286.90251,p
150760,518.28893,223.441771,p
150761,406.578644,189.868188,p
150836,394.627506,214.474007,p
150837,463.748099,243.103145,p
150838,587.755989,281.385664,p
150839,613.032823,297.086356,p
150840,660.04543,291.889475,p
150841,581.163798,252.681968,p
150842,429.68089,203.034946,p
150918,411.159535,218.097022,p
150919,487.498737,264.399208,p
150920,581.152223,287.421981,p
150921,611.549663,287.441021,p
150922,598.034679,267.677044,p
150923,462.79894,221.642346,p
150998,366.970284,201.997466,p
150999,428.213527,237.045898,p
151000,520.813006,269.634749,p
151001,581.390737,280.219496,p
151002,591.909895,277.054579,p
151003,499.218328,242.168262,p
151004,383.132953,206.139306,p
151080,382.17225,209.839222,p
151081,459.900795,250.681836,p
151082,553.270398,277.322384,p
151083,553.288742,269.384093,p
151084,509.234548,256.140842,p
151085,416.588198,220.185659,p
151162,389.765071,223.351523,p
151163,490.865452,254.972598,p
151164,533.089453,260.818871,p
151165,507.19742,260.777282,p
151166,445.029306,241.081659,p
151243,415.491602,234.390535,p
151244,484.937392,245.500087,p
151245,515.516185,250.995701,p
151246,451.295091,249.04171,p
151324,366.75124,218.534907,p
151325,431.76948,232.14302,p
151326,476.181931,236.074727,p
151327,448.548671,243.847155,p
151328,370.180434,231.11932,p
151406,368.19192,217.909077,p
151407,434.366288,224.118371,p
151408,439.954183,226.949838,p
151409,381.068374,234.043324,p
151487,372.964939,211.647097,p
151488,402.61886,208.120858,p
151489,387.379018,222.645114,p
151570,377.489782,203.789352,p
